kind,case,round,variant,mean_ns,median_ns,mean_ci95_low_ns,mean_ci95_high_ns
encode,large_utf8,2,current,828.4294337271301,727.0553203240058,772.6873421260236,884.1127096900057
encode,large_utf8,2,published,1071.0888010665205,988.5000456300968,1004.013241395023,1144.2511904886965
encode,large_utf8,3,current,812.8419270606888,800.6942588359416,795.2670827047856,831.3799481627369
encode,large_utf8,3,published,1334.0097156480883,1363.1404627332047,1280.2590364022678,1378.9227574381227
encode,empty_with_retry,1,current,47.794863506218555,47.03074104597292,46.576590108160154,49.05811039050452
encode,empty_with_retry,1,published,96.92672983744339,94.21757605021729,94.48647220634207,99.76073358459254
encode,empty_with_retry,2,current,45.844243641981045,45.66192691477886,44.15994668842211,47.824111322733806
encode,empty_with_retry,2,published,112.63445878308593,91.15071106469048,103.75815885704533,121.91470031269267
encode,empty_with_retry,3,current,47.456355133462225,47.07775873052229,46.00724508563185,48.92373863296657
encode,empty_with_retry,3,published,96.08112075198632,91.81470941742081,92.82996425677001,100.07769090409856
