group,scenario,variant,round,iterations,total_ns,ns_per_iteration,events
encode,ascii_id_after_1460,reserved,0,7,2945114,420730.5714285714,32
encode,ascii_id_after_1460,reserved,1,7,2991838,427405.4285714286,32
encode,ascii_id_after_1460,direct,1,7,2774203,396314.71428571426,32
encode,ascii_id_after_1460,baseline,1,6,2795342,465890.3333333333,32
encode,ascii_id_after_1460,reserved,2,7,3137659,448237,32
encode,ascii_id_after_1460,direct,2,7,2985589,426512.71428571426,32
encode,ascii_id_after_1460,baseline,2,6,2718604,453100.6666666667,32
encode,ascii_id_after_1460,direct,3,7,2885812,412258.85714285716,32
encode,ascii_id_after_1460,baseline,3,6,2716775,452795.8333333333,32
encode,ascii_id_after_1460,reserved,3,7,2930853,418693.28571428574,32
encode,ascii_id_after_1460,direct,4,7,2762364,394623.4285714286,32
encode,ascii_id_after_1460,reserved,4,7,2996361,428051.5714285714,32
encode,ascii_id_after_1460,baseline,4,6,2817604,469600.6666666667,32
encode,ascii_id_after_1460,reserved,5,7,3085717,440816.71428571426,32
encode,ascii_id_after_1460,direct,5,7,2750592,392941.71428571426,32
encode,ascii_id_after_1460,baseline,5,6,2683828,447304.6666666667,32
encode,ascii_id_after_1460,baseline,6,6,2711967,451994.5,32
encode,ascii_id_after_1460,reserved,6,7,3010706,430100.85714285716,32
encode,ascii_id_after_1460,direct,6,7,2814772,402110.28571428574,32
encode,ascii_id_after_1460,baseline,7,6,2698897,449816.1666666667,32
encode,ascii_id_after_1460,direct,7,7,2870048,410006.85714285716,32
encode,ascii_id_after_1460,reserved,7,7,3155664,450809.14285714284,32
encode,ascii_id_after_1460,reserved,8,7,2982471,426067.28571428574,32
encode,ascii_id_after_1460,baseline,8,6,2668590,444765,32
encode,ascii_id_after_1460,direct,8,7,2818720,402674.28571428574,32
encode,ascii_id_after_1460,baseline,9,6,2711836,451972.6666666667,32
encode,ascii_id_after_1460,reserved,9,7,2935673,419381.85714285716,32
encode,ascii_id_after_1460,direct,9,7,2751952,393136,32
encode,ascii_id_after_1460,direct,10,7,2830715,404387.85714285716,32
encode,ascii_id_after_1460,reserved,10,7,2971751,424535.85714285716,32
encode,ascii_id_after_1460,baseline,10,6,2735353,455892.1666666667,32
encode,ascii_id_after_1460,reserved,11,7,2961866,423123.71428571426,32
encode,ascii_id_after_1460,direct,11,7,3407983,486854.71428571426,32
encode,ascii_id_after_1460,baseline,11,6,3122140,520356.6666666667,32
encode,ascii_id_after_1460,baseline,12,6,2754844,459140.6666666667,32
encode,ascii_id_after_1460,reserved,12,7,3656756,522393.71428571426,32
encode,ascii_id_after_1460,direct,12,7,4137585,591083.5714285715,32
encode,ascii_id_after_1460,reserved,13,7,3873721,553388.7142857143,32
encode,ascii_id_after_1460,direct,13,7,3959011,565573,32
encode,ascii_id_after_1460,baseline,13,6,3603235,600539.1666666666,32
encode,ascii_id_after_1460,reserved,14,7,3653392,521913.14285714284,32
encode,ascii_id_after_1460,baseline,14,6,3430791,571798.5,32
encode,ascii_id_after_1460,direct,14,7,3760677,537239.5714285715,32
encode,ascii_id_after_1460,reserved,15,7,3880977,554425.2857142857,32
encode,ascii_id_after_1460,direct,15,7,4385658,626522.5714285715,32
encode,ascii_id_after_1460,baseline,15,6,4396546,732757.6666666666,32
encode,ascii_id_after_1460,direct,16,7,5003496,714785.1428571428,32
encode,ascii_id_after_1460,reserved,16,7,4835556,690793.7142857143,32
encode,ascii_id_after_1460,baseline,16,6,4311837,718639.5,32
encode,ascii_id_after_1460,reserved,17,7,4827189,689598.4285714285,32
encode,ascii_id_after_1460,baseline,17,6,4551704,758617.3333333334,32
encode,ascii_id_after_1460,direct,17,7,5130968,732995.4285714285,32
encode,ascii_id_after_1460,reserved,18,7,5337763,762537.5714285715,32
encode,ascii_id_after_1460,direct,18,7,4783125,683303.5714285715,32
encode,ascii_id_after_1460,baseline,18,6,4178133,696355.5,32
encode,ascii_id_after_1460,direct,19,7,4564641,652091.5714285715,32
encode,ascii_id_after_1460,baseline,19,6,4726894,787815.6666666666,32
encode,ascii_id_after_1460,reserved,19,7,5992442,856063.1428571428,32
encode,ascii_id_after_1460,baseline,20,6,4760603,793433.8333333334,32
encode,ascii_id_after_1460,reserved,20,7,4961336,708762.2857142857,32
encode,ascii_id_after_1460,direct,20,7,4518603,645514.7142857143,32
encode,ascii_id_after_1460,reserved,21,7,4266737,609533.8571428572,32
encode,ascii_id_after_1460,direct,21,7,4843850,691978.5714285715,32
encode,ascii_id_after_1460,baseline,21,6,5377503,896250.5,32
encode,ascii_id_after_1460,direct,22,7,5037226,719603.7142857143,32
encode,ascii_id_after_1460,reserved,22,7,3571518,510216.85714285716,32
encode,ascii_id_after_1460,baseline,22,6,3168515,528085.8333333334,32
encode,ascii_id_after_1460,baseline,23,6,2960664,493444,32
encode,ascii_id_after_1460,direct,23,7,3085905,440843.5714285714,32
encode,ascii_id_after_1460,reserved,23,7,3529230,504175.71428571426,32
encode,ascii_id_after_1460,direct,24,7,3389142,484163.14285714284,32
encode,ascii_id_after_1460,reserved,24,7,3234119,462017,32
encode,ascii_id_after_1460,baseline,24,6,3242515,540419.1666666666,32
encode,ascii_id_after_1460,reserved,25,7,3425104,489300.5714285714,32
encode,ascii_id_after_1460,baseline,25,6,3405366,567561,32
encode,ascii_id_after_1460,direct,25,7,4979357,711336.7142857143,32
encode,ascii_id_after_1460,direct,26,7,4075403,582200.4285714285,32
encode,ascii_id_after_1460,reserved,26,7,3306193,472313.28571428574,32
encode,ascii_id_after_1460,baseline,26,6,3101309,516884.8333333333,32
encode,ascii_id_after_1460,reserved,27,7,3356463,479494.71428571426,32
encode,ascii_id_after_1460,direct,27,7,3275422,467917.4285714286,32
encode,ascii_id_after_1460,baseline,27,6,3635003,605833.8333333334,32
encode,ascii_id_after_1460,reserved,28,7,5473473,781924.7142857143,32
encode,ascii_id_after_1460,baseline,28,6,3689425,614904.1666666666,32
encode,ascii_id_after_1460,direct,28,7,2878810,411258.5714285714,32
encode,ascii_id_after_1460,baseline,29,6,2780184,463364,32
encode,ascii_id_after_1460,direct,29,7,2773672,396238.85714285716,32
encode,ascii_id_after_1460,reserved,29,7,2922722,417531.71428571426,32
encode,ascii_id_after_1460,reserved,30,7,2916501,416643,32
encode,ascii_id_after_1460,baseline,30,6,2897519,482919.8333333333,32
encode,ascii_id_after_1460,direct,30,7,2796155,399450.71428571426,32
decode,base64_id_after_1460,core,0,37,2980700,80559.45945945945,32
decode,base64_id_after_1460,combined,0,42,2953912,70331.23809523809,32
decode,base64_id_after_1460,baseline,0,30,2960664,98688.8,32
decode,base64_id_after_1460,fused,0,31,2989094,96422.3870967742,32
decode,base64_id_after_1460,simd,0,35,3049513,87128.94285714286,32
decode,base64_id_after_1460,core,1,37,3104209,83897.54054054055,32
decode,base64_id_after_1460,baseline,1,30,2830840,94361.33333333333,32
decode,base64_id_after_1460,simd,1,35,2908586,83102.45714285714,32
decode,base64_id_after_1460,fused,1,31,2986461,96337.45161290323,32
decode,base64_id_after_1460,combined,1,42,2903415,69128.92857142857,32
decode,base64_id_after_1460,core,2,37,2959222,79978.97297297297,32
decode,base64_id_after_1460,fused,2,31,3006995,96999.83870967742,32
decode,base64_id_after_1460,baseline,2,30,2994463,99815.43333333333,32
decode,base64_id_after_1460,simd,2,35,3010612,86017.4857142857,32
decode,base64_id_after_1460,combined,2,42,2833542,67465.28571428571,32
decode,base64_id_after_1460,baseline,3,30,3017794,100593.13333333333,32
decode,base64_id_after_1460,fused,3,31,2929132,94488.12903225806,32
decode,base64_id_after_1460,combined,3,42,2836715,67540.83333333333,32
decode,base64_id_after_1460,core,3,37,2975677,80423.7027027027,32
decode,base64_id_after_1460,simd,3,35,3029970,86570.57142857143,32
decode,base64_id_after_1460,baseline,4,30,2982418,99413.93333333333,32
decode,base64_id_after_1460,simd,4,35,2936105,83888.71428571429,32
decode,base64_id_after_1460,combined,4,42,2783964,66284.85714285714,32
decode,base64_id_after_1460,fused,4,31,3022247,97491.83870967742,32
decode,base64_id_after_1460,core,4,37,3008214,81303.08108108108,32
decode,base64_id_after_1460,simd,5,35,2841483,81185.22857142857,32
decode,base64_id_after_1460,fused,5,31,2972169,95876.41935483871,32
decode,base64_id_after_1460,baseline,5,30,2890072,96335.73333333334,32
decode,base64_id_after_1460,combined,5,42,2858291,68054.54761904762,32
decode,base64_id_after_1460,core,5,37,3093402,83605.45945945945,32
decode,base64_id_after_1460,simd,6,35,2887678,82505.08571428571,32
decode,base64_id_after_1460,fused,6,31,2905363,93721.3870967742,32
decode,base64_id_after_1460,baseline,6,30,2820611,94020.36666666667,32
decode,base64_id_after_1460,core,6,37,3847957,103998.83783783784,32
decode,base64_id_after_1460,combined,6,42,4104353,97722.69047619047,32
decode,base64_id_after_1460,simd,7,35,2830836,80881.02857142857,32
decode,base64_id_after_1460,core,7,37,2957110,79921.8918918919,32
decode,base64_id_after_1460,combined,7,42,2858747,68065.40476190476,32
decode,base64_id_after_1460,baseline,7,30,2852466,95082.2,32
decode,base64_id_after_1460,fused,7,31,2946320,95042.58064516129,32
decode,base64_id_after_1460,combined,8,42,3004626,71538.71428571429,32
decode,base64_id_after_1460,baseline,8,30,3330520,111017.33333333333,32
decode,base64_id_after_1460,core,8,37,3070770,82993.78378378379,32
decode,base64_id_after_1460,simd,8,35,2901934,82912.4,32
decode,base64_id_after_1460,fused,8,31,2966590,95696.45161290323,32
decode,base64_id_after_1460,fused,9,31,2942907,94932.48387096774,32
decode,base64_id_after_1460,combined,9,42,2854846,67972.52380952382,32
decode,base64_id_after_1460,simd,9,35,2882134,82346.68571428572,32
decode,base64_id_after_1460,core,9,37,3267976,88323.67567567568,32
decode,base64_id_after_1460,baseline,9,30,2889138,96304.6,32
decode,base64_id_after_1460,combined,10,42,2886206,68719.19047619047,32
decode,base64_id_after_1460,fused,10,31,2978842,96091.67741935483,32
decode,base64_id_after_1460,baseline,10,30,2864936,95497.86666666667,32
decode,base64_id_after_1460,core,10,37,2983940,80647.02702702703,32
decode,base64_id_after_1460,simd,10,35,2865239,81863.97142857143,32
decode,base64_id_after_1460,core,11,37,2949764,79723.35135135135,32
decode,base64_id_after_1460,fused,11,31,3054602,98535.54838709677,32
decode,base64_id_after_1460,combined,11,42,2845356,67746.57142857143,32
decode,base64_id_after_1460,simd,11,35,2889346,82552.74285714286,32
decode,base64_id_after_1460,baseline,11,30,2977116,99237.2,32
decode,base64_id_after_1460,combined,12,42,2805081,66787.64285714286,32
decode,base64_id_after_1460,baseline,12,30,2897306,96576.86666666667,32
decode,base64_id_after_1460,core,12,37,3014968,81485.62162162163,32
decode,base64_id_after_1460,simd,12,35,2851543,81472.65714285715,32
decode,base64_id_after_1460,fused,12,31,3129076,100937.93548387097,32
decode,base64_id_after_1460,core,13,37,3091462,83553.02702702703,32
decode,base64_id_after_1460,fused,13,31,2950432,95175.2258064516,32
decode,base64_id_after_1460,baseline,13,30,2835578,94519.26666666666,32
decode,base64_id_after_1460,simd,13,35,2858846,81681.31428571428,32
decode,base64_id_after_1460,combined,13,42,2829371,67365.97619047618,32
decode,base64_id_after_1460,combined,14,42,2837402,67557.19047619047,32
decode,base64_id_after_1460,fused,14,31,2979723,96120.09677419355,32
decode,base64_id_after_1460,core,14,37,3258094,88056.5945945946,32
decode,base64_id_after_1460,baseline,14,30,2859538,95317.93333333333,32
decode,base64_id_after_1460,simd,14,35,2892078,82630.8,32
decode,base64_id_after_1460,combined,15,42,2844380,67723.33333333333,32
decode,base64_id_after_1460,core,15,37,3039514,82149.02702702703,32
decode,base64_id_after_1460,simd,15,35,2893448,82669.94285714286,32
decode,base64_id_after_1460,baseline,15,30,2885089,96169.63333333333,32
decode,base64_id_after_1460,fused,15,31,2923914,94319.80645161291,32
decode,base64_id_after_1460,baseline,16,30,3028866,100962.2,32
decode,base64_id_after_1460,simd,16,35,2955306,84437.31428571428,32
decode,base64_id_after_1460,fused,16,31,2966136,95681.80645161291,32
decode,base64_id_after_1460,combined,16,42,2833952,67475.04761904762,32
decode,base64_id_after_1460,core,16,37,3036926,82079.08108108108,32
decode,base64_id_after_1460,baseline,17,30,2875708,95856.93333333333,32
decode,base64_id_after_1460,combined,17,42,2819675,67135.11904761905,32
decode,base64_id_after_1460,simd,17,35,2845953,81312.94285714286,32
decode,base64_id_after_1460,fused,17,31,4079833,131607.51612903227,32
decode,base64_id_after_1460,core,17,37,4501713,121667.91891891892,32
decode,base64_id_after_1460,simd,18,35,2840370,81153.42857142857,32
decode,base64_id_after_1460,fused,18,31,2907727,93797.64516129032,32
decode,base64_id_after_1460,combined,18,42,2816705,67064.40476190476,32
decode,base64_id_after_1460,core,18,37,2963761,80101.64864864865,32
decode,base64_id_after_1460,baseline,18,30,2806116,93537.2,32
decode,base64_id_after_1460,core,19,37,3147884,85077.94594594595,32
decode,base64_id_after_1460,baseline,19,30,3002565,100085.5,32
decode,base64_id_after_1460,fused,19,31,3139704,101280.7741935484,32
decode,base64_id_after_1460,simd,19,35,2921995,83485.57142857143,32
decode,base64_id_after_1460,combined,19,42,2874118,68431.38095238095,32
decode,base64_id_after_1460,core,20,37,2969257,80250.18918918919,32
decode,base64_id_after_1460,baseline,20,30,2822235,94074.5,32
decode,base64_id_after_1460,combined,20,42,2811134,66931.76190476191,32
decode,base64_id_after_1460,fused,20,31,3050883,98415.58064516129,32
decode,base64_id_after_1460,simd,20,35,3099904,88568.68571428572,32
decode,base64_id_after_1460,simd,21,35,3061025,87457.85714285714,32
decode,base64_id_after_1460,combined,21,42,2831584,67418.66666666667,32
decode,base64_id_after_1460,baseline,21,30,2854197,95139.9,32
decode,base64_id_after_1460,fused,21,31,2998771,96734.54838709677,32
decode,base64_id_after_1460,core,21,37,3016386,81523.94594594595,32
decode,base64_id_after_1460,simd,22,35,2952923,84369.22857142857,32
decode,base64_id_after_1460,combined,22,42,2992370,71246.90476190476,32
decode,base64_id_after_1460,core,22,37,3072178,83031.83783783784,32
decode,base64_id_after_1460,baseline,22,30,2886511,96217.03333333334,32
decode,base64_id_after_1460,fused,22,31,2917405,94109.83870967742,32
decode,base64_id_after_1460,combined,23,42,2919896,69521.33333333333,32
decode,base64_id_after_1460,core,23,37,2970206,80275.83783783784,32
decode,base64_id_after_1460,baseline,23,30,2851477,95049.23333333334,32
decode,base64_id_after_1460,simd,23,35,2843856,81253.02857142857,32
decode,base64_id_after_1460,fused,23,31,3045550,98243.54838709677,32
decode,base64_id_after_1460,fused,24,31,3002918,96868.32258064517,32
decode,base64_id_after_1460,core,24,37,3058095,82651.21621621621,32
decode,base64_id_after_1460,baseline,24,30,2869895,95663.16666666667,32
decode,base64_id_after_1460,combined,24,42,2906349,69198.78571428571,32
decode,base64_id_after_1460,simd,24,35,2905983,83028.08571428571,32
decode,base64_id_after_1460,fused,25,31,2902871,93641,32
decode,base64_id_after_1460,combined,25,42,2811565,66942.02380952382,32
decode,base64_id_after_1460,core,25,37,3060632,82719.78378378379,32
decode,base64_id_after_1460,simd,25,35,3002925,85797.85714285714,32
decode,base64_id_after_1460,baseline,25,30,2804643,93488.1,32
decode,base64_id_after_1460,baseline,26,30,2823281,94109.36666666667,32
decode,base64_id_after_1460,simd,26,35,2856602,81617.2,32
decode,base64_id_after_1460,fused,26,31,2925921,94384.54838709677,32
decode,base64_id_after_1460,core,26,37,3056417,82605.86486486487,32
decode,base64_id_after_1460,combined,26,42,2849295,67840.35714285714,32
decode,base64_id_after_1460,core,27,37,3043650,82260.81081081081,32
decode,base64_id_after_1460,fused,27,31,3032465,97821.45161290323,32
decode,base64_id_after_1460,baseline,27,30,2894814,96493.8,32
decode,base64_id_after_1460,combined,27,42,2836285,67530.59523809524,32
decode,base64_id_after_1460,simd,27,35,2922359,83495.97142857143,32
decode,base64_id_after_1460,fused,28,31,3482170,112328.06451612903,32
decode,base64_id_after_1460,combined,28,42,4202672,100063.61904761905,32
decode,base64_id_after_1460,simd,28,35,3702084,105773.82857142857,32
decode,base64_id_after_1460,baseline,28,30,2840363,94678.76666666666,32
decode,base64_id_after_1460,core,28,37,3034249,82006.72972972973,32
decode,base64_id_after_1460,simd,29,35,2906104,83031.54285714286,32
decode,base64_id_after_1460,core,29,37,2970831,80292.72972972973,32
decode,base64_id_after_1460,fused,29,31,2910901,93900.03225806452,32
decode,base64_id_after_1460,combined,29,42,3614576,86061.33333333333,32
decode,base64_id_after_1460,baseline,29,30,4319445,143981.5,32
decode,base64_id_after_1460,combined,30,42,3152746,75065.38095238095,32
decode,base64_id_after_1460,core,30,37,2954760,79858.37837837837,32
decode,base64_id_after_1460,simd,30,35,2842310,81208.85714285714,32
decode,base64_id_after_1460,fused,30,31,2912862,93963.29032258065,32
decode,base64_id_after_1460,baseline,30,30,2798210,93273.66666666667,32
decode_json,base64_id_after_1460,baseline,0,10,2960535,296053.5,32
decode_json,base64_id_after_1460,core,0,10,2766337,276633.7,32
decode_json,base64_id_after_1460,combined,0,11,3802643,345694.8181818182,32
decode_json,base64_id_after_1460,fused,0,5,2327952,465590.4,32
decode_json,base64_id_after_1460,json_only,0,15,3796237,253082.46666666667,32
decode_json,base64_id_after_1460,simd,0,7,1974831,282118.71428571426,32
decode_json,base64_id_after_1460,combined,1,11,2927382,266125.63636363635,32
decode_json,base64_id_after_1460,simd,1,7,1947571,278224.4285714286,32
decode_json,base64_id_after_1460,baseline,1,10,2919113,291911.3,32
decode_json,base64_id_after_1460,json_only,1,15,2888396,192559.73333333334,32
decode_json,base64_id_after_1460,core,1,10,2768343,276834.3,32
decode_json,base64_id_after_1460,fused,1,5,2050259,410051.8,32
decode_json,base64_id_after_1460,core,2,10,4527275,452727.5,32
decode_json,base64_id_after_1460,simd,2,7,2350687,335812.4285714286,32
decode_json,base64_id_after_1460,combined,2,11,2931100,266463.63636363635,32
decode_json,base64_id_after_1460,json_only,2,15,2945932,196395.46666666667,32
decode_json,base64_id_after_1460,fused,2,5,1487439,297487.8,32
decode_json,base64_id_after_1460,baseline,2,10,2937283,293728.3,32
decode_json,base64_id_after_1460,baseline,3,10,2902438,290243.8,32
decode_json,base64_id_after_1460,json_only,3,15,3117854,207856.93333333332,32
decode_json,base64_id_after_1460,combined,3,11,3043903,276718.45454545453,32
decode_json,base64_id_after_1460,fused,3,5,1459750,291950,32
decode_json,base64_id_after_1460,core,3,10,2828505,282850.5,32
decode_json,base64_id_after_1460,simd,3,7,1979009,282715.5714285714,32
decode_json,base64_id_after_1460,json_only,4,15,2956424,197094.93333333332,32
decode_json,base64_id_after_1460,simd,4,7,1974869,282124.14285714284,32
decode_json,base64_id_after_1460,fused,4,5,1449818,289963.6,32
decode_json,base64_id_after_1460,combined,4,11,2959216,269019.63636363635,32
decode_json,base64_id_after_1460,core,4,10,2934772,293477.2,32
decode_json,base64_id_after_1460,baseline,4,10,3016654,301665.4,32
decode_json,base64_id_after_1460,simd,5,7,2018240,288320,32
decode_json,base64_id_after_1460,baseline,5,10,2991097,299109.7,32
decode_json,base64_id_after_1460,json_only,5,15,2932630,195508.66666666666,32
decode_json,base64_id_after_1460,core,5,10,2850705,285070.5,32
decode_json,base64_id_after_1460,fused,5,5,1487953,297590.6,32
decode_json,base64_id_after_1460,combined,5,11,3174186,288562.36363636365,32
decode_json,base64_id_after_1460,baseline,6,10,2983721,298372.1,32
decode_json,base64_id_after_1460,json_only,6,15,2992793,199519.53333333333,32
decode_json,base64_id_after_1460,simd,6,7,1991139,284448.4285714286,32
decode_json,base64_id_after_1460,fused,6,5,1484826,296965.2,32
decode_json,base64_id_after_1460,core,6,10,2856468,285646.8,32
decode_json,base64_id_after_1460,combined,6,11,2933029,266639,32
decode_json,base64_id_after_1460,fused,7,5,1463103,292620.6,32
decode_json,base64_id_after_1460,combined,7,11,2922958,265723.45454545453,32
decode_json,base64_id_after_1460,simd,7,7,1965608,280801.14285714284,32
decode_json,base64_id_after_1460,json_only,7,15,3101897,206793.13333333333,32
decode_json,base64_id_after_1460,baseline,7,10,2970627,297062.7,32
decode_json,base64_id_after_1460,core,7,10,2771610,277161,32
decode_json,base64_id_after_1460,baseline,8,10,2928479,292847.9,32
decode_json,base64_id_after_1460,core,8,10,2865134,286513.4,32
decode_json,base64_id_after_1460,combined,8,11,2904697,264063.36363636365,32
decode_json,base64_id_after_1460,fused,8,5,1517491,303498.2,32
decode_json,base64_id_after_1460,simd,8,7,1977367,282481,32
decode_json,base64_id_after_1460,json_only,8,15,2943239,196215.93333333332,32
decode_json,base64_id_after_1460,core,9,10,2855940,285594,32
decode_json,base64_id_after_1460,simd,9,7,1948407,278343.85714285716,32
decode_json,base64_id_after_1460,baseline,9,10,2938594,293859.4,32
decode_json,base64_id_after_1460,combined,9,11,2981993,271090.2727272727,32
decode_json,base64_id_after_1460,fused,9,5,1460408,292081.6,32
decode_json,base64_id_after_1460,json_only,9,15,2942340,196156,32
decode_json,base64_id_after_1460,simd,10,7,1981991,283141.5714285714,32
decode_json,base64_id_after_1460,baseline,10,10,2957106,295710.6,32
decode_json,base64_id_after_1460,combined,10,11,2927987,266180.63636363635,32
decode_json,base64_id_after_1460,json_only,10,15,2940154,196010.26666666666,32
decode_json,base64_id_after_1460,core,10,10,2780492,278049.2,32
decode_json,base64_id_after_1460,fused,10,5,1455819,291163.8,32
decode_json,base64_id_after_1460,combined,11,11,2911587,264689.7272727273,32
decode_json,base64_id_after_1460,fused,11,5,1461844,292368.8,32
decode_json,base64_id_after_1460,json_only,11,15,3036253,202416.86666666667,32
decode_json,base64_id_after_1460,baseline,11,10,2947471,294747.1,32
decode_json,base64_id_after_1460,simd,11,7,2029349,289907,32
decode_json,base64_id_after_1460,core,11,10,2780935,278093.5,32
decode_json,base64_id_after_1460,json_only,12,15,2990568,199371.2,32
decode_json,base64_id_after_1460,combined,12,11,2930061,266369.1818181818,32
decode_json,base64_id_after_1460,simd,12,7,1968304,281186.28571428574,32
decode_json,base64_id_after_1460,core,12,10,2763582,276358.2,32
decode_json,base64_id_after_1460,baseline,12,10,2911748,291174.8,32
decode_json,base64_id_after_1460,fused,12,5,1599933,319986.6,32
decode_json,base64_id_after_1460,fused,13,5,1533883,306776.6,32
decode_json,base64_id_after_1460,baseline,13,10,3099952,309995.2,32
decode_json,base64_id_after_1460,simd,13,7,2041596,291656.5714285714,32
decode_json,base64_id_after_1460,json_only,13,15,2941744,196116.26666666666,32
decode_json,base64_id_after_1460,core,13,10,2778647,277864.7,32
decode_json,base64_id_after_1460,combined,13,11,2971868,270169.8181818182,32
decode_json,base64_id_after_1460,fused,14,5,1458982,291796.4,32
decode_json,base64_id_after_1460,core,14,10,2753146,275314.6,32
decode_json,base64_id_after_1460,combined,14,11,2904799,264072.63636363635,32
decode_json,base64_id_after_1460,json_only,14,15,3261421,217428.06666666668,32
decode_json,base64_id_after_1460,baseline,14,10,3011587,301158.7,32
decode_json,base64_id_after_1460,simd,14,7,1955638,279376.85714285716,32
decode_json,base64_id_after_1460,core,15,10,2831235,283123.5,32
decode_json,base64_id_after_1460,json_only,15,15,2906782,193785.46666666667,32
decode_json,base64_id_after_1460,fused,15,5,1499335,299867,32
decode_json,base64_id_after_1460,simd,15,7,1981582,283083.14285714284,32
decode_json,base64_id_after_1460,combined,15,11,2901029,263729.9090909091,32
decode_json,base64_id_after_1460,baseline,15,10,2957141,295714.1,32
decode_json,base64_id_after_1460,baseline,16,10,3010540,301054,32
decode_json,base64_id_after_1460,combined,16,11,3039257,276296.0909090909,32
decode_json,base64_id_after_1460,core,16,10,2818463,281846.3,32
decode_json,base64_id_after_1460,fused,16,5,1567183,313436.6,32
decode_json,base64_id_after_1460,json_only,16,15,2908542,193902.8,32
decode_json,base64_id_after_1460,simd,16,7,2013591,287655.85714285716,32
decode_json,base64_id_after_1460,combined,17,11,3200570,290960.9090909091,32
decode_json,base64_id_after_1460,baseline,17,10,3348753,334875.3,32
decode_json,base64_id_after_1460,simd,17,7,3088110,441158.5714285714,32
decode_json,base64_id_after_1460,fused,17,5,2097206,419441.2,32
decode_json,base64_id_after_1460,json_only,17,15,4146192,276412.8,32
decode_json,base64_id_after_1460,core,17,10,3843384,384338.4,32
decode_json,base64_id_after_1460,baseline,18,10,3492592,349259.2,32
decode_json,base64_id_after_1460,combined,18,11,3913807,355800.63636363635,32
decode_json,base64_id_after_1460,fused,18,5,2023947,404789.4,32
decode_json,base64_id_after_1460,simd,18,7,2413520,344788.5714285714,32
decode_json,base64_id_after_1460,core,18,10,3800268,380026.8,32
decode_json,base64_id_after_1460,json_only,18,15,4123611,274907.4,32
decode_json,base64_id_after_1460,json_only,19,15,3761443,250762.86666666667,32
decode_json,base64_id_after_1460,core,19,10,4732242,473224.2,32
decode_json,base64_id_after_1460,baseline,19,10,3794947,379494.7,32
decode_json,base64_id_after_1460,combined,19,11,5539045,503549.54545454547,32
decode_json,base64_id_after_1460,simd,19,7,3673724,524817.7142857143,32
decode_json,base64_id_after_1460,fused,19,5,2471902,494380.4,32
decode_json,base64_id_after_1460,baseline,20,10,5608947,560894.7,32
decode_json,base64_id_after_1460,core,20,10,4678614,467861.4,32
decode_json,base64_id_after_1460,json_only,20,15,5217391,347826.06666666665,32
decode_json,base64_id_after_1460,combined,20,11,5397850,490713.63636363635,32
decode_json,base64_id_after_1460,simd,20,7,3621559,517365.5714285714,32
decode_json,base64_id_after_1460,fused,20,5,2837990,567598,32
decode_json,base64_id_after_1460,fused,21,5,2990157,598031.4,32
decode_json,base64_id_after_1460,combined,21,11,5021753,456523,32
decode_json,base64_id_after_1460,core,21,10,4239019,423901.9,32
decode_json,base64_id_after_1460,json_only,21,15,4562471,304164.73333333334,32
decode_json,base64_id_after_1460,baseline,21,10,4767994,476799.4,32
decode_json,base64_id_after_1460,simd,21,7,3118458,445494,32
decode_json,base64_id_after_1460,json_only,22,15,4554260,303617.3333333333,32
decode_json,base64_id_after_1460,core,22,10,4644899,464489.9,32
decode_json,base64_id_after_1460,baseline,22,10,4667976,466797.6,32
decode_json,base64_id_after_1460,simd,22,7,2679964,382852,32
decode_json,base64_id_after_1460,fused,22,5,1872515,374503,32
decode_json,base64_id_after_1460,combined,22,11,3612112,328373.8181818182,32
decode_json,base64_id_after_1460,simd,23,7,2407757,343965.28571428574,32
decode_json,base64_id_after_1460,core,23,10,3080511,308051.1,32
decode_json,base64_id_after_1460,fused,23,5,1597306,319461.2,32
decode_json,base64_id_after_1460,combined,23,11,3078447,279858.8181818182,32
decode_json,base64_id_after_1460,json_only,23,15,3430575,228705,32
decode_json,base64_id_after_1460,baseline,23,10,3637383,363738.3,32
decode_json,base64_id_after_1460,fused,24,5,1692552,338510.4,32
decode_json,base64_id_after_1460,core,24,10,3301964,330196.4,32
decode_json,base64_id_after_1460,simd,24,7,2727519,389645.5714285714,32
decode_json,base64_id_after_1460,json_only,24,15,3462797,230853.13333333333,32
decode_json,base64_id_after_1460,combined,24,11,3455349,314122.63636363635,32
decode_json,base64_id_after_1460,baseline,24,10,3315395,331539.5,32
decode_json,base64_id_after_1460,fused,25,5,1632229,326445.8,32
decode_json,base64_id_after_1460,core,25,10,3391128,339112.8,32
decode_json,base64_id_after_1460,simd,25,7,3199096,457013.71428571426,32
decode_json,base64_id_after_1460,baseline,25,10,3633803,363380.3,32
decode_json,base64_id_after_1460,json_only,25,15,3563991,237599.4,32
decode_json,base64_id_after_1460,combined,25,11,3444008,313091.63636363635,32
decode_json,base64_id_after_1460,core,26,10,3213535,321353.5,32
decode_json,base64_id_after_1460,combined,26,11,3079271,279933.7272727273,32
decode_json,base64_id_after_1460,baseline,26,10,3079532,307953.2,32
decode_json,base64_id_after_1460,fused,26,5,1463572,292714.4,32
decode_json,base64_id_after_1460,simd,26,7,2265123,323589,32
decode_json,base64_id_after_1460,json_only,26,15,3076864,205124.26666666666,32
