mode,scenario,variant,round,iterations,total_ns,ns_per_iteration,events
bytes_tokio,small_data_tcp_chunks,core,21,1,3066836,3066836,100000
bytes_tokio,small_data_tcp_chunks,baseline,21,1,3700314,3700314,100000
bytes_tokio,small_data_tcp_chunks,core,22,1,3030979,3030979,100000
bytes_tokio,small_data_tcp_chunks,step1,22,1,3691091,3691091,100000
bytes_tokio,small_data_tcp_chunks,baseline,22,1,3695932,3695932,100000
bytes_tokio,small_data_tcp_chunks,core,23,1,3001534,3001534,100000
bytes_tokio,small_data_tcp_chunks,baseline,23,1,3687198,3687198,100000
bytes_tokio,small_data_tcp_chunks,step1,23,1,3689029,3689029,100000
bytes_tokio,small_data_tcp_chunks,core,24,1,3013212,3013212,100000
bytes_tokio,small_data_tcp_chunks,baseline,24,1,3689212,3689212,100000
bytes_tokio,small_data_tcp_chunks,step1,24,1,3680296,3680296,100000
bytes_tokio,small_data_tcp_chunks,step1,25,1,3686534,3686534,100000
bytes_tokio,small_data_tcp_chunks,baseline,25,1,3688702,3688702,100000
bytes_tokio,small_data_tcp_chunks,core,25,1,3003785,3003785,100000
bytes_tokio,small_data_tcp_chunks,core,26,1,2959730,2959730,100000
bytes_tokio,small_data_tcp_chunks,baseline,26,1,3702459,3702459,100000
bytes_tokio,small_data_tcp_chunks,step1,26,1,3688064,3688064,100000
bytes_tokio,small_data_tcp_chunks,step1,27,1,3672588,3672588,100000
bytes_tokio,small_data_tcp_chunks,core,27,1,2994774,2994774,100000
bytes_tokio,small_data_tcp_chunks,baseline,27,1,3734939,3734939,100000
bytes_tokio,small_data_tcp_chunks,core,28,1,3051826,3051826,100000
bytes_tokio,small_data_tcp_chunks,step1,28,1,3682898,3682898,100000
bytes_tokio,small_data_tcp_chunks,baseline,28,1,3709576,3709576,100000
bytes_tokio,small_data_tcp_chunks,step1,29,1,3693769,3693769,100000
bytes_tokio,small_data_tcp_chunks,baseline,29,1,3720291,3720291,100000
bytes_tokio,small_data_tcp_chunks,core,29,1,2987232,2987232,100000
bytes_tokio,small_data_tcp_chunks,core,30,1,3011097,3011097,100000
bytes_tokio,small_data_tcp_chunks,step1,30,1,3702095,3702095,100000
bytes_tokio,small_data_tcp_chunks,baseline,30,1,3769312,3769312,100000
bytes_tokio,small_data_event_chunks,step1,0,1,4769273,4769273,100000
bytes_tokio,small_data_event_chunks,core,0,1,4290001,4290001,100000
bytes_tokio,small_data_event_chunks,baseline,0,1,5017358,5017358,100000
bytes_tokio,small_data_event_chunks,baseline,1,1,5497247,5497247,100000
bytes_tokio,small_data_event_chunks,core,1,1,5386323,5386323,100000
bytes_tokio,small_data_event_chunks,step1,1,1,5788339,5788339,100000
bytes_tokio,small_data_event_chunks,core,2,1,5430621,5430621,100000
bytes_tokio,small_data_event_chunks,baseline,2,1,5805042,5805042,100000
bytes_tokio,small_data_event_chunks,step1,2,1,5445621,5445621,100000
bytes_tokio,small_data_event_chunks,core,3,1,5379227,5379227,100000
bytes_tokio,small_data_event_chunks,step1,3,1,5752052,5752052,100000
bytes_tokio,small_data_event_chunks,baseline,3,1,5736549,5736549,100000
